id,old_comment,new_comment,old_code,new_code,score,idx,label
Twitter4J_Twitter4J-3-2528,the value .,the value at the specified location .,public int get int ( int index ) throws jsonexception { object object = get ( index ) ; try { return object instanceof number ? ( ( number ) object ) . int value ( ) : integer . parse int ( ( string ) object ) ; } catch ( exception e ) { throw new jsonexception ( str + index + str ) ; } },"public int get int ( int index ) throws jsonexception { object object = get ( index ) ; integer result = json . to integer ( object ) ; if ( result = = null ) { throw json . type mismatch ( index , object , str ) ; } return result ; }",0.33183664083480835,1822,0
apache_commons-lang-143-3867,always returns false .,"the number of matching characters , zero for no match",public boolean is match ( char ch ) { return false ; },"public int is match ( char [ ] text , int text len , int pos ) { return num ; }",0.3154521584510803,331,0
micronaut-projects_micronaut-core-26-2822,the netty http response,the netty mutable http response,"@ internal public static netty http response get or ( netty http request < ? > request , io . micronaut . http . http response < ? > alternative ) { attribute < netty http response > attr = request . attr ( key ) ; netty http response netty http response = attr . get ( ) ; if ( netty http response = = null ) { netty http response = ( netty http response ) alternative ; attr . set ( netty http response ) ; } return netty http response ; }","@ internal public static netty mutable http response get or ( netty http request < ? > request , io . micronaut . http . http response < ? > alternative ) { attribute < netty mutable http response > attr = request . attr ( key ) ; netty mutable http response netty http response = attr . get ( ) ; if ( netty http response = = null ) { netty http response = ( netty mutable http response ) alternative ; attr . set ( netty http response ) ; } return netty http response ; }",0.5973508755366007,1508,1
OpenAPITools_openapi-generator-9-2920,map,"map & lt ; string , integer & gt ;","public map < string , integer > execute as ( function < response , response > handler ) { type type = new type token < map < string , integer > > ( ) { } . get type ( ) ; return get json ( ) . deserialize ( execute ( handler ) . as string ( ) , type ) ; }","public map < string , integer > execute as ( function < response , response > handler ) { type type = new type token < map < string , integer > > ( ) { } . get type ( ) ; return execute ( handler ) . as ( type ) ; }",0.2785716652870178,691,0
reactor_reactor-core-36-2641,a new timed scheduler,a new time - capable scheduler,"public static timed scheduler new timer ( string name , boolean daemon ) { return new timer ( new scheduler thread factory ( name , daemon , single timed scheduler . counter ) ) ; }","public static scheduler new timer ( string name , boolean daemon ) { return new timer ( new scheduler thread factory ( name , daemon , single scheduler . timer _ counter ) ) ; }",0.5286620954672495,2182,1
ACRA_acra-3-1062,a readable formatted string listing messages retrieved .,an element listing messages retrieved .,"@ non null @ override string collect ( report field report field , report builder report builder ) { try { final drop box manager dropbox = ( drop box manager ) context . get system service ( context . dropbox _ service ) ; final calendar calendar = calendar . get instance ( ) ; calendar . roll ( calendar . minute , - config . dropbox collection minutes ( ) ) ; final long time = calendar . get time in millis ( ) ; date format . format ( calendar . get time ( ) ) ; final list < string > tags = new array list < string > ( ) ; if ( config . include drop box system tags ( ) ) { tags . add all ( arrays . as list ( system _ tags ) ) ; } final set < string > additional tags = config . additional drop box tags ( ) ; if ( ! additional tags . is empty ( ) ) { tags . add all ( additional tags ) ; } if ( tags . is empty ( ) ) { return str ; } final string builder dropbox content = new string builder ( ) ; for ( string tag : tags ) { dropbox content . append ( str ) . append ( tag ) . append ( str ) ; drop box manager . entry entry = dropbox . get next entry ( tag , time ) ; if ( entry = = null ) { dropbox content . append ( str ) . append ( str ) ; continue ; } while ( entry ! = null ) { final long msec = entry . get time millis ( ) ; calendar . set time in millis ( msec ) ; dropbox content . append ( str ) . append ( date format . format ( calendar . get time ( ) ) ) . append ( str ) ; final string text = entry . get text ( num ) ; if ( text ! = null ) { dropbox content . append ( str ) . append ( text ) . append ( str ) ; } else { dropbox content . append ( str ) . append ( str ) ; } entry . close ( ) ; entry = dropbox . get next entry ( tag , msec ) ; } } return dropbox content . to string ( ) ; } catch ( exception e ) { if ( acra . dev _ logging ) acra . log . d ( log _ tag , str ) ; } return acraconstants . not _ available ; }","@ non null @ override element collect ( report field report field , report builder report builder ) { try { final drop box manager dropbox = ( drop box manager ) context . get system service ( context . dropbox _ service ) ; final calendar calendar = calendar . get instance ( ) ; calendar . roll ( calendar . minute , - config . dropbox collection minutes ( ) ) ; final long time = calendar . get time in millis ( ) ; date format . format ( calendar . get time ( ) ) ; final list < string > tags = new array list < string > ( ) ; if ( config . include drop box system tags ( ) ) { tags . add all ( arrays . as list ( system _ tags ) ) ; } final set < string > additional tags = config . additional drop box tags ( ) ; if ( ! additional tags . is empty ( ) ) { tags . add all ( additional tags ) ; } if ( tags . is empty ( ) ) { return acraconstants . not _ available ; } final complex element dropbox content = new complex element ( ) ; for ( string tag : tags ) { final string builder builder = new string builder ( ) ; drop box manager . entry entry = dropbox . get next entry ( tag , time ) ; if ( entry = = null ) { builder . append ( str ) . append ( str ) ; continue ; } while ( entry ! = null ) { final long msec = entry . get time millis ( ) ; calendar . set time in millis ( msec ) ; builder . append ( str ) . append ( date format . format ( calendar . get time ( ) ) ) . append ( str ) ; final string text = entry . get text ( num ) ; if ( text ! = null ) { builder . append ( str ) . append ( text ) . append ( str ) ; } else { builder . append ( str ) . append ( str ) ; } entry . close ( ) ; entry = dropbox . get next entry ( tag , msec ) ; } dropbox content . put ( tag , builder . to string ( ) ) ; } return dropbox content ; } catch ( exception e ) { if ( acra . dev _ logging ) acra . log . d ( log _ tag , str ) ; } return acraconstants . not _ available ; }",0.31715034196774167,974,0
ReactiveX_RxJava-15-25,an observable that emits a boolean value that indicates whether the two sequences are the same,a single that emits a boolean value that indicates whether the two sequences are the same,"@ scheduler support ( scheduler support . none ) public static < t > observable < boolean > sequence equal ( observable source < ? extends t > source1 , observable source < ? extends t > source2 , int buffer size ) { return sequence equal ( source1 , source2 , object helper . equals predicate ( ) , buffer size ) ; }","@ scheduler support ( scheduler support . none ) public static < t > single < boolean > sequence equal ( observable source < ? extends t > source1 , observable source < ? extends t > source2 , int buffer size ) { return sequence equal ( source1 , source2 , object helper . equals predicate ( ) , buffer size ) ; }",0.7986724376678467,3185,1
facebook_buck-232-6253,new instance of builder args .,new instance of build executor args .,public builder args create builder args ( ) { return builder args . builder ( ) . set console ( get console ( ) ) . set buck event bus ( get buck event bus ( ) ) . set platform ( get platform ( ) ) . set clock ( get clock ( ) ) . set root cell ( get cell ( ) ) . set executors ( get executors ( ) ) . set project filesystem factory ( get project filesystem factory ( ) ) . set build info store manager ( get build info store manager ( ) ) . build ( ) ; },public build executor args create builder args ( ) { return build executor args . builder ( ) . set console ( get console ( ) ) . set buck event bus ( get buck event bus ( ) ) . set platform ( get platform ( ) ) . set clock ( get clock ( ) ) . set root cell ( get cell ( ) ) . set executors ( get executors ( ) ) . set project filesystem factory ( get project filesystem factory ( ) ) . set build info store manager ( get build info store manager ( ) ) . build ( ) ; },0.713437557220459,5171,1
apache_hbase-410-7106,the possibly transformed result set to actually return,' has more ' indication to give to client,"public list < key value > post scanner next ( final long scanner id , list < key value > results ) throws ioexception { try { coprocessor lock . read lock ( ) . lock ( ) ; for ( environment env : coprocessors ) { if ( env . impl instanceof region observer ) { results = ( ( region observer ) env . impl ) . post scanner next ( env , scanner id , results ) ; } } return results ; } finally { coprocessor lock . read lock ( ) . unlock ( ) ; } }","public boolean post scanner next ( final internal scanner s , final list < key value > results , final int limit , boolean has more ) throws ioexception { try { coprocessor lock . read lock ( ) . lock ( ) ; for ( environment env : coprocessors ) { if ( env . impl instanceof region observer ) { has more = ( ( region observer ) env . impl ) . post scanner next ( env , s , results , limit , has more ) ; if ( env . should complete ( ) ) { break ; } } } return has more ; } finally { coprocessor lock . read lock ( ) . unlock ( ) ; } }",0.17188996076583862,2473,0
jnorthrup_photon-26-6473,"a new object , to be casted into a set ext",a new object,"public object clone ( ) { return new implication before ( name , ( array list < term > ) clone list ( components ) , ( array list < variable > ) clone list ( open variables ) , ( array list < variable > ) clone list ( closed variables ) , complexity ) ; }","@ override @ suppress warnings ( str ) public object clone ( ) { return new implication before ( name , ( array list < term > ) clone list ( components ) , ( array list < variable > ) clone list ( open variables ) , complexity ) ; }",0.20722259084383646,1366,0
JoanZapata_base-adapter-helper-0-2949,the base view holder for chaining .,the base adapter helper for chaining .,"public base view holder set on item click listener ( int view id , adapter view . on item click listener listener ) { adapter view view = retrieve view ( view id ) ; view . set on item click listener ( listener ) ; return this ; }","public base adapter helper set on item click listener ( int view id , adapter view . on item click listener listener ) { adapter view view = retrieve view ( view id ) ; view . set on item click listener ( listener ) ; return this ; }",1.0,499,1
svn2github_htmlunit-fork-60-5240,the value of the specified attribute,"the value of the specified attribute , null if the attribute is not defined",public string js function _ get attribute ( final string attribute name ) { return get html element or die ( ) . get attribute value ( attribute name ) ; },public string js function _ get attribute ( final string attribute name ) { final string value = get html element or die ( ) . get attribute value ( attribute name ) ; if ( value = = html element . attribute _ not _ defined ) { return null ; } else { return value ; } },0.6016231775283813,550,1
deeplearning4j_deeplearning4j-77-427,ndarray,"ndarray custom separators no longer supported ; use # write txt ( indarray , string ) along with # read txt ( string )","public static indarray read txt ( string file path , string sep ) { file file = new file ( file path ) ; input stream is = null ; try { is = new file input stream ( file ) ; return read txt string ( is , sep ) ; } catch ( file not found exception e ) { throw new runtime exception ( e ) ; } finally { if ( is ! = null ) { try { is . close ( ) ; } catch ( ioexception e ) { e . print stack trace ( ) ; } } } }","@ deprecated public static indarray read txt ( string file path , string sep ) { return read txt ( file path ) ; }",0.27692152683933574,2576,0
vavr-io_vavr-490-1855,a match of type int,"this , the current instance of match .",@ suppress warnings ( str ) public static < r > match . builder < r > caze ( int function < r > function ) { return new match . builder < r > ( ) . caze ( function ) ; },"@ suppress warnings ( str ) public builder < r > caze ( int function < r > function ) { objects . require non null ( function , str ) ; cases . add ( caze ( none . instance ( ) , ( integer i ) - > function . apply ( i ) , integer . class ) ) ; return this ; }",0.28974953293800354,753,0
apache_samza-29-7221,the sink operator spec,the sink operator spec for the send to operator,"public static < m > sink operator spec < m > create send to operator spec ( sink function < m > sink fn , stream graph impl graph , output stream < m > stream ) { return new sink operator spec < > ( sink fn , operator spec . op code . send _ to , graph . get next op id ( ) , stream ) ; }","public static < k , v , m > sink operator spec < m > create send to operator spec ( output stream internal < k , v , m > output stream , int op id ) { return new sink operator spec < > ( output stream , operator spec . op code . send _ to , op id ) ; }",0.6359672347704569,1856,1
real-logic_aeron-15-1201,result of query or null if query was not sent successfully .,result of query .,"public string query for endpoints ( ) { lock . lock ( ) ; try { idle strategy . reset ( ) ; final long correlation id = aeron . next correlation id ( ) ; final long deadline ns = nano clock . nano time ( ) + ctx . message timeout ns ( ) ; final int length = message header encoder . encoded _ length + admin query encoder . block _ length ; int attempts = send _ attempts ; while ( true ) { final long result = publication . try claim ( length , buffer claim ) ; if ( result > num ) { admin query encoder . wrap and apply header ( buffer claim . buffer ( ) , buffer claim . offset ( ) , message header encoder ) . correlation id ( correlation id ) . cluster session id ( cluster session id ) . query type ( admin query type . endpoints ) ; buffer claim . commit ( ) ; final egress poller poller = new egress poller ( subscription , fragment _ limit ) ; while ( true ) { poll next response ( deadline ns , correlation id , poller ) ; if ( poller . correlation id ( ) = = correlation id ) { switch ( poller . event code ( ) ) { case ok : return poller . detail ( ) ; case error : throw new illegal state exception ( poller . detail ( ) ) ; } } } } check result ( result ) ; if ( - - attempts < = num ) { break ; } idle strategy . idle ( ) ; } return null ; } finally { lock . unlock ( ) ; } }","public string query for endpoints ( ) { lock . lock ( ) ; try { final long deadline ns = nano clock . nano time ( ) + ctx . message timeout ns ( ) ; final long correlation id = send admin query ( admin query type . endpoints , deadline ns ) ; final egress poller poller = new egress poller ( subscription , fragment _ limit ) ; while ( true ) { poll next response ( deadline ns , correlation id , poller ) ; if ( poller . correlation id ( ) = = correlation id ) { switch ( poller . event code ( ) ) { case ok : return poller . detail ( ) ; case error : throw new illegal state exception ( poller . detail ( ) ) ; } } } } finally { lock . unlock ( ) ; } }",0.3300410360097885,2416,0
reactor_reactor-core-54-2659,the new flux instannce,the new mono instannce,"public final flux < list < t > > collect sorted list ( comparator < ? super t > comparator , int capacity hint ) { int ch = capacity hint / parallelism ( ) + num ; parallel flux < list < t > > rail reduced = reduce ( ( ) - > new array list < > ( ch ) , ( a , b ) - > { a . add ( b ) ; return a ; } ) ; parallel flux < list < t > > rail sorted = rail reduced . map ( list - > { list . sort ( comparator ) ; return list ; } ) ; flux < list < t > > merged = rail sorted . reduce ( ( a , b ) - > { int n = a . size ( ) + b . size ( ) ; if ( n = = num ) { return new array list < > ( ) ; } list < t > both = new array list < > ( n ) ; iterator < t > at = a . iterator ( ) ; iterator < t > bt = b . iterator ( ) ; t s1 = at . has next ( ) ? at . next ( ) : null ; t s2 = bt . has next ( ) ? bt . next ( ) : null ; while ( s1 ! = null & & s2 ! = null ) { if ( comparator . compare ( s1 , s2 ) < num ) { both . add ( s1 ) ; s1 = at . has next ( ) ? at . next ( ) : null ; } else { both . add ( s2 ) ; s2 = bt . has next ( ) ? bt . next ( ) : null ; } } if ( s1 ! = null ) { both . add ( s1 ) ; while ( at . has next ( ) ) { both . add ( at . next ( ) ) ; } } else if ( s2 ! = null ) { both . add ( s2 ) ; while ( bt . has next ( ) ) { both . add ( bt . next ( ) ) ; } } return both ; } ) ; return merged ; }","public final mono < list < t > > collect sorted list ( comparator < ? super t > comparator , int capacity hint ) { int ch = capacity hint / parallelism ( ) + num ; parallel flux < list < t > > rail reduced = reduce ( ( ) - > new array list < > ( ch ) , ( a , b ) - > { a . add ( b ) ; return a ; } ) ; parallel flux < list < t > > rail sorted = rail reduced . map ( list - > { list . sort ( comparator ) ; return list ; } ) ; mono < list < t > > merged = rail sorted . reduce ( ( a , b ) - > { int n = a . size ( ) + b . size ( ) ; if ( n = = num ) { return new array list < > ( ) ; } list < t > both = new array list < > ( n ) ; iterator < t > at = a . iterator ( ) ; iterator < t > bt = b . iterator ( ) ; t s1 = at . has next ( ) ? at . next ( ) : null ; t s2 = bt . has next ( ) ? bt . next ( ) : null ; while ( s1 ! = null & & s2 ! = null ) { if ( comparator . compare ( s1 , s2 ) < num ) { both . add ( s1 ) ; s1 = at . has next ( ) ? at . next ( ) : null ; } else { both . add ( s2 ) ; s2 = bt . has next ( ) ? bt . next ( ) : null ; } } if ( s1 ! = null ) { both . add ( s1 ) ; while ( at . has next ( ) ) { both . add ( at . next ( ) ) ; } } else if ( s2 ! = null ) { both . add ( s2 ) ; while ( bt . has next ( ) ) { both . add ( bt . next ( ) ) ; } } return both ; } ) ; return merged ; }",0.23916728049516678,5685,0
vavr-io_vavr-263-1741,"this as either if this is a left , left ( null ) if mapper returns an empty iterable , otherwise right ( value ) , where value if the first element of the mapping .",a new right projection,"@ suppress warnings ( str ) @ override default < u > either < l , u > flat map ( function < ? super r , ? extends iterable < ? extends u > > mapper ) { objects . require non null ( mapper , str ) ; if ( is right ( ) ) { return value . get option ( mapper . apply ( get ( ) ) ) . to right ( null ) ; } else { return ( either < l , u > ) this ; } }","@ suppress warnings ( str ) @ override public < u > right projection < l , u > flat map ( function < ? super r , ? extends iterable < ? extends u > > mapper ) { objects . require non null ( mapper , str ) ; if ( either . is right ( ) ) { final iterable < ? extends u > iterable = mapper . apply ( either . get right ( ) ) ; if ( iterable instanceof right projection ) { return ( right projection < l , u > ) iterable ; } else { return either . flat map ( mapper ) . right ( ) ; } } else { return ( right projection < l , u > ) this ; } }",0.4301632046699524,2819,1
mongodb_mongo-java-driver-63-2760,"the object , if found , otherwise null",a document that satisfies the query specified as the argument to this method .,"public dbobject find one ( object obj , dbobject fields ) { return find one ( new basic dbobject ( str , obj ) , fields ) ; }","public dbobject find one ( final object id , final dbobject projection ) { return find one ( new basic dbobject ( str , id ) , projection ) ; }",0.2725219130516052,5450,0
apache_camel-125-5088,an expression object which will return the headers,"an expression object which will return the headers , will be null if the exchange is not out capable .",public static expression out headers expression ( ) { return new expression adapter ( ) { public object evaluate ( exchange exchange ) { return exchange . get out ( ) . get headers ( ) ; } @ override public string to string ( ) { return str ; } } ; },public static expression out headers expression ( ) { return new expression adapter ( ) { public object evaluate ( exchange exchange ) { if ( exchange helper . is out capable ( exchange ) ) { return exchange . get out ( ) . get headers ( ) ; } else { return null ; } } @ override public string to string ( ) { return str ; } } ; },0.609613319238027,3358,1
apereo_cas-0-857,the array as a string with utf - 8 encoding,the new string,"public static string inflate ( final byte [ ] bytes ) { val inflater = new inflater ( true ) ; val xml message bytes = new byte [ inflated _ array _ length ] ; val extended bytes = new byte [ bytes . length + num ] ; system . arraycopy ( bytes , num , extended bytes , num , bytes . length ) ; extended bytes [ bytes . length ] = num ; inflater . set input ( extended bytes ) ; try { val result length = inflater . inflate ( xml message bytes ) ; inflater . end ( ) ; if ( ! inflater . finished ( ) ) { throw new illegal argument exception ( str ) ; } inflater . end ( ) ; return new string ( xml message bytes , num , result length , standard charsets . utf _ 8 ) ; } catch ( final data format exception e ) { logger . trace ( e . get message ( ) , e ) ; return null ; } }","public static string inflate ( final byte [ ] bytes ) { val bais = new byte array input stream ( bytes ) ; val baos = new byte array output stream ( ) ; val buf = new byte [ bytes . length ] ; try ( val iis = new inflater input stream ( bais ) ) { var count = iis . read ( buf ) ; while ( count ! = - num ) { baos . write ( buf , num , count ) ; count = iis . read ( buf ) ; } return new string ( baos . to byte array ( ) , standard charsets . utf _ 8 ) ; } catch ( final exception e ) { return null ; } }",0.24309236307938895,5034,0
apache_commons-lang-271-3916,a value within - 80 and + 20 years from instantiation of this instance,a value between century start ( inclusive ) to century start + 100 ( exclusive ),int adjust year ( final int two digit year ) { final int trial = two digit year + this year - this year % num ; if ( trial < this year + num ) { return trial ; } return trial - num ; },private int adjust year ( final int two digit year ) { int trial = century + two digit year ; return two digit year > = start year ? trial : trial + num ; },0.3210587402184804,5001,0
libgdx_libgdx-20-226,the rectangle represented by the given string .,this rectangle for chaining,"public static rectangle from string ( string v ) { int s0 = v . index of ( str , num ) ; int s1 = v . index of ( str , s0 + num ) ; int s2 = v . index of ( str , s1 + num ) ; if ( s0 ! = - num & & s1 ! = - num & & s2 ! = - num & & v . char at ( num ) = = str & & v . char at ( v . length ( ) - num ) = = str ) { try { float x = float . parse float ( v . substring ( num , s0 ) ) ; float y = float . parse float ( v . substring ( s0 + num , s1 ) ) ; float width = float . parse float ( v . substring ( s1 + num , s2 ) ) ; float height = float . parse float ( v . substring ( s2 + num , v . length ( ) - num ) ) ; return new rectangle ( x , y , width , height ) ; } catch ( number format exception ex ) { } } throw new gdx runtime exception ( str + v ) ; }","public rectangle from string ( string v ) { int s0 = v . index of ( str , num ) ; int s1 = v . index of ( str , s0 + num ) ; int s2 = v . index of ( str , s1 + num ) ; if ( s0 ! = - num & & s1 ! = - num & & s2 ! = - num & & v . char at ( num ) = = str & & v . char at ( v . length ( ) - num ) = = str ) { try { float x = float . parse float ( v . substring ( num , s0 ) ) ; float y = float . parse float ( v . substring ( s0 + num , s1 ) ) ; float width = float . parse float ( v . substring ( s1 + num , s2 ) ) ; float height = float . parse float ( v . substring ( s2 + num , v . length ( ) - num ) ) ; return this . set ( x , y , width , height ) ; } catch ( number format exception ex ) { } } throw new gdx runtime exception ( str + v ) ; }",0.4043024182319641,3073,1
apache_cocoon-46-5747,description of the returned value,"true if crawling has finished , else false .",public boolean has next ( ) { return cocoon crawler . urls to process . size ( ) > num ; },public boolean has next ( ) { return cocoon crawler . urls to process . size ( ) > num | | cocoon crawler . urls next depth . size ( ) > num ; },0.2798727750778198,5191,0
